key,turkish,english,source_file,line,raw_snippet
CheckpointOlusturuluyorLabel,Checkpoint oluşturuluyor: {label},,Services\CheckpointService.cs,39,Checkpoint oluşturuluyor: {label}
CheckpointOlusturulduLabel,Checkpoint oluşturuldu: {label},,Services\CheckpointService.cs,47,Checkpoint oluşturuldu: {label}
CheckpointOlusturulamadi,Checkpoint oluşturulamadı.,,Services\CheckpointService.cs; Services\CheckpointService.cs,47,Checkpoint oluşturulamadı.
CheckpointGeriYukleniyorLabel,Checkpoint geri yükleniyor: {label},,Services\CheckpointService.cs,76,Checkpoint geri yükleniyor: {label}
CheckpointGeriYuklendiLabel,Checkpoint geri yüklendi: {label},,Services\CheckpointService.cs,84,Checkpoint geri yüklendi: {label}
CheckpointGeriYuklenemedi,Checkpoint geri yüklenemedi.,,Services\CheckpointService.cs; Services\CheckpointService.cs,84,Checkpoint geri yüklenemedi.
HizliKomutKaydediliyorName,Hızlı komut kaydediliyor: {name},,Services\CommandService.cs,36,Hızlı komut kaydediliyor: {name}
HizliKomutOlusturulduName,✓ Hızlı komut oluşturuldu: {name},,Services\CommandService.cs,47,✓ Hızlı komut oluşturuldu: {name}
HizliKomutOlusturulduName2,Hızlı komut oluşturuldu: {name},,Services\CommandService.cs,48,Hızlı komut oluşturuldu: {name}
HizliKomutOlusturulamadiName,Hızlı komut oluşturulamadı: {name},,Services\CommandService.cs,53,Hızlı komut oluşturulamadı: {name}
KomutOlusturmaHatasiExMessage,Komut oluşturma hatası: {ex.Message},,Services\CommandService.cs,54,Komut oluşturma hatası: {ex.Message}
KomutAdiZorunlu,Komut adı zorunlu.,,Services\CommandService.cs,63,Komut adı zorunlu.
KomutBulunamadiName,Komut bulunamadı: {name},,Services\CommandService.cs,68,Komut bulunamadı: {name}
HizliKomutYurutuluyorName,✓ Hızlı komut yürütülüyor: {name},,Services\CommandService.cs,71,✓ Hızlı komut yürütülüyor: {name}
HizliKomutHazirlandiName,Hızlı komut hazırlandı: {name},,Services\CommandService.cs,72,Hızlı komut hazırlandı: {name}
KomutYurutuluyorCommand,Komut yürütülüyor: {command},,Services\CommandService.cs,74,Komut yürütülüyor: {command}
KomutYurutmeHatasiExMessage,Komut yürütme hatası: {ex.Message},,Services\CommandService.cs,78,Komut yürütme hatası: {ex.Message}
CommandsCountHizliKomutYuklendi,✓ {commands.Count} hızlı komut yüklendi,,Services\CommandService.cs,99,✓ {commands.Count} hızlı komut yüklendi
KomutYuklemeHatasiExMessage,⚠️ Komut yükleme hatası: {ex.Message},,Services\CommandService.cs,103,⚠️ Komut yükleme hatası: {ex.Message}
PromptBosOlamaz,Prompt boş olamaz.,,Services\DelegationService.cs,38,Prompt boş olamaz.
AltAjanGoreviBaslatildiRole,Alt ajan görevi başlatıldı: {role},,Services\DelegationService.cs,45,Alt ajan görevi başlatıldı: {role}
RoleAdliAltAjanGoreviTaskResultTaskIdArkaPlandaBaslatildi,[{role}] adlı alt-ajan görevi ({taskResult.TaskId}) arka planda başlatıldı.,,Services\DelegationService.cs,60,[{role}] adlı alt-ajan görevi ({taskResult.TaskId}) arka planda başlatıldı.
AltAjanGoreviBaslatilamadi,Alt ajan görevi başlatılamadı.,,Services\DelegationService.cs,83,Alt ajan görevi başlatılamadı.
ProjeDiziniBulunamadiProjectPath,Proje dizini bulunamadı: {projectPath},,Services\DelegationService.cs,96,Proje dizini bulunamadı: {projectPath}
ProjeBaglamiKesfi,# Proje Bağlamı Keşfi,,Services\DelegationService.cs,99,# Proje Bağlamı Keşfi
ProjeKokProjectPath,Proje Kök: {projectPath},,Services\DelegationService.cs,100,Proje Kök: {projectPath}
KaynakDosyalariSourceFilesLengthAdet,## Kaynak Dosyaları: {sourceFiles.Length} adet,,Services\DelegationService.cs,115,## Kaynak Dosyaları: {sourceFiles.Length} adet
TestDosyalariTestFilesLengthAdet,## Test Dosyaları: {testFiles.Length} adet,,Services\DelegationService.cs,123,## Test Dosyaları: {testFiles.Length} adet
ProjeBaglamiKesfiTamamlandi,Proje bağlamı keşfi tamamlandı.,,Services\DelegationService.cs,126,Proje bağlamı keşfi tamamlandı.
ProjeBaglamiKesfiBasarisizOldu,Proje bağlamı keşfi başarısız oldu.,,Services\DelegationService.cs,131,Proje bağlamı keşfi başarısız oldu.
BaglamKesfiHatasiExMessage,Bağlam keşfi hatası: {ex.Message},,Services\DelegationService.cs,132,Bağlam keşfi hatası: {ex.Message}
DosyaBulunamadiFilePath,Dosya bulunamadı: {filePath},,Services\FileOperationsService.cs; Services\FileOperationsService.cs,48,Dosya bulunamadı: {filePath}
DosyaOkumaHatasiPathGetFileNameFilePath,Dosya okuma hatası: {Path.GetFileName(filePath)},,Services\FileOperationsService.cs,76,Dosya okuma hatası: {Path.GetFileName(filePath)}
DosyaOkumaHatasiExMessage,Dosya okuma hatası: {ex.Message},,Services\FileOperationsService.cs,78,Dosya okuma hatası: {ex.Message}
DosyaDegistiriliyorPathGetFileNameFilePath,Dosya değiştiriliyor: {Path.GetFileName(filePath)},,Services\FileOperationsService.cs,91,Dosya değiştiriliyor: {Path.GetFileName(filePath)}
ProjeSiniriDisindaDosyaOlusturulamaz,Proje sınırı dışında dosya oluşturulamaz.,,Services\FileOperationsService.cs,95,Proje sınırı dışında dosya oluşturulamaz.
DosyaZatenAyniIcerigeSahipFilePath,Dosya zaten aynı içeriğe sahip: {filePath},,Services\FileOperationsService.cs,109,Dosya zaten aynı içeriğe sahip: {filePath}
DosyaDegisimiKullaniciTarafindanReddedildi,Dosya değişimi kullanıcı tarafından reddedildi.,,Services\FileOperationsService.cs,135,Dosya değişimi kullanıcı tarafından reddedildi.
Olusturuldu,oluşturuldu,,Services\FileOperationsService.cs,138,oluşturuldu
Guncellendi,güncellendi,,Services\FileOperationsService.cs,138,güncellendi
SAVEDPATHFilePathDosyaBasariylaOperation,SAVED_PATH:{filePath} Dosya başarıyla {operation}.,,Services\FileOperationsService.cs,146,SAVED_PATH:{filePath}\nDosya başarıyla {operation}.
DosyaYazmaHatasiPathGetFileNameFilePath,Dosya yazma hatası: {Path.GetFileName(filePath)},,Services\FileOperationsService.cs,154,Dosya yazma hatası: {Path.GetFileName(filePath)}
DosyaYazmaHatasiExMessage,Dosya yazma hatası: {ex.Message},,Services\FileOperationsService.cs,156,Dosya yazma hatası: {ex.Message}
EskiIcerikDosyadaBulunamadi,Eski içerik dosyada bulunamadı.,,Services\FileOperationsService.cs,177,Eski içerik dosyada bulunamadı.
HedefIceriktenMatchCountAdetEslesmeBulunduLutfenDahaSpesifikBirHedefIcerikBelirterekTekrarDeneyin,Hedef içerikten {matchCount} adet eşleşme bulundu. Lütfen daha spesifik bir hedef içerik belirterek tekrar deneyin.,,Services\FileOperationsService.cs,180,Hedef içerikten {matchCount} adet eşleşme bulundu. Lütfen daha spesifik bir hedef içerik belirterek tekrar deneyin.
DosyaDegisimiReddedildi,Dosya değişimi reddedildi.,,Services\FileOperationsService.cs,197,Dosya değişimi reddedildi.
DosyaGuncellendiPathGetFileNameFilePath,✓ Dosya güncellendi: {Path.GetFileName(filePath)},,Services\FileOperationsService.cs,200,✓ Dosya güncellendi: {Path.GetFileName(filePath)}
SAVEDPATHFilePathDosyaBasariylaGuncellendi,SAVED_PATH:{filePath} Dosya başarıyla güncellendi.,,Services\FileOperationsService.cs,201,SAVED_PATH:{filePath}\nDosya başarıyla güncellendi.
DegistirmeHatasiExMessage,Değiştirme hatası: {ex.Message},,Services\FileOperationsService.cs,205,Değiştirme hatası: {ex.Message}
DizinBulunamadiDirectoryPath,Dizin bulunamadı: {directoryPath},,Services\FileOperationsService.cs,223,Dizin bulunamadı: {directoryPath}
DizinListelemeHatasiExMessage,Dizin listeleme hatası: {ex.Message},,Services\FileOperationsService.cs,234,Dizin listeleme hatası: {ex.Message}
ProjeSiniriDisindaDosyaErisimineIzinVerilmiyor,Proje sınırı dışında dosya erişimine izin verilmiyor.,,Services\FileOperationsService.cs,248,Proje sınırı dışında dosya erişimine izin verilmiyor.
AmacBelirtilmelidir,Amaç belirtilmelidir.,,Services\PlanningService.cs,43,Amaç belirtilmelidir.
PlanOlusturuluyor,Plan oluşturuluyor.,,Services\PlanningService.cs,47,Plan oluşturuluyor.
AIPlanUretiliyor,🤖 AI plan üretiliyor...,,Services\PlanningService.cs,59,🤖 AI plan üretiliyor...
AIPlanUretimiBasarisizFallbackKullaniliyorExMessage,"⚠️ AI plan üretimi başarısız, fallback kullanılıyor: {ex.Message}",,Services\PlanningService.cs,64,"⚠️ AI plan üretimi başarısız, fallback kullanılıyor: {ex.Message}"
TemplateFallbackPlanKullaniliyorAIYok,📋 Template fallback plan kullanılıyor (AI yok),,Services\PlanningService.cs,70,📋 Template fallback plan kullanılıyor (AI yok)
PlanOlusturulduPlanFile,✓ Plan oluşturuldu: {planFile},,Services\PlanningService.cs,99,✓ Plan oluşturuldu: {planFile}
PlanOlusturuldu,Plan oluşturuldu.,,Services\PlanningService.cs,100,Plan oluşturuldu.
PlanOlusturulamadi,Plan oluşturulamadı.,,Services\PlanningService.cs,116,Plan oluşturulamadı.
HataIyilesmePlaniUretiliyor,🔧 Hata iyileşme planı üretiliyor...,,Services\PlanningService.cs,165,🔧 Hata iyileşme planı üretiliyor...
RecoveryPlanGorevObjectiveHataErrorHataAnalizEdilipDuzeltmeUygulanmalidir,# Recovery Plan Görev: {objective} Hata: {error} Hata analiz edilip düzeltme uygulanmalıdır.,,Services\PlanningService.cs,168,# Recovery Plan\n\nGörev: {objective}\nHata: {error}\n\nHata analiz edilip düzeltme uygulanmalıdır.
HataIyilesmePlaniHatasiExMessage,Hata iyileşme planı hatası: {ex.Message},,Services\PlanningService.cs,195,Hata iyileşme planı hatası: {ex.Message}
GorevGrafigiUretiliyor,🔗 Görev grafiği üretiliyor...,,Services\PlanningService.cs,209,🔗 Görev grafiği üretiliyor...
GorevGrafigiHatasiExMessage,Görev grafiği hatası: {ex.Message},,Services\PlanningService.cs,222,Görev grafiği hatası: {ex.Message}
DiffOlusturmaHatasiExMessage,Diff oluşturma hatası: {ex.Message},,Services\PlanningService.cs,259,Diff oluşturma hatası: {ex.Message}
ProjeBellegiBos,Proje belleği boş.,,Services\PlanningService.cs,271,Proje belleği boş.
BellekOkumaHatasiExMessage,Bellek okuma hatası: {ex.Message},,Services\PlanningService.cs,285,Bellek okuma hatası: {ex.Message}
APIHatasiResponseStatusCodeErr,API Hatası ({response.StatusCode}): {err},,Services\Router\GeminiRouter.cs,89,API Hatası ({response.StatusCode}): {err}
APIDenBosYanitGeldi,API'den boş yanıt geldi.,,Services\Router\GeminiRouter.cs,106,API'den boş yanıt geldi.
APIDenBeklenenJSONFormatiChoicesGelmedi,API'den beklenen JSON formatı (choices) gelmedi.,,Services\Router\GeminiRouter.cs,111,API'den beklenen JSON formatı (choices) gelmedi.
RouterTimeoutRouterIstegiHttpClientTimeoutTotalSecondsSIcindeYanitAlamadi,[Router Timeout] Router isteği {_httpClient.Timeout.TotalSeconds}s içinde yanıt alamadı.,,Services\Router\GeminiRouter.cs,115,[Router Timeout] Router isteği {_httpClient.Timeout.TotalSeconds}s içinde yanıt alamadı.
RouterJSONGomuluMetinIcindenCikarildi,[Router] JSON gömülü metin içinden çıkarıldı.,,Services\Router\GeminiRouter.cs,157,[Router] JSON gömülü metin içinden çıkarıldı.
RouterKismiKurtarmaToolNamesCountAracRegexIleCikarildi,[Router] Kısmi kurtarma: {toolNames.Count} araç regex ile çıkarıldı.,,Services\Router\GeminiRouter.cs,183,[Router] Kısmi kurtarma: {toolNames.Count} araç regex ile çıkarıldı.
RouterParseTamamenBasarisizHamIcerikRawContentSubstring0MathMin200RawContentLength,"[Router Parse Tamamen Başarısız] Ham içerik: {rawContent.Substring(0, Math.Min(200, rawContent.Length))}...",,Services\Router\GeminiRouter.cs,194,"[Router Parse Tamamen Başarısız] Ham içerik: {rawContent.Substring(0, Math.Min(200, rawContent.Length))}..."
DosyalarAraniyorPattern,Dosyalar aranıyor: {pattern},,Services\SearchService.cs,41,Dosyalar aranıyor: {pattern}
PatternDeseniIcinDosyaBulunamadi,'{pattern}' deseni için dosya bulunamadı.,,Services\SearchService.cs,52,'{pattern}' deseni için dosya bulunamadı.
DosyaAramasiTamamlandiPattern,Dosya araması tamamlandı: {pattern},,Services\SearchService.cs,63,Dosya araması tamamlandı: {pattern}
DosyaAramasiBasarisizOldu,Dosya araması başarısız oldu.,,Services\SearchService.cs,69,Dosya araması başarısız oldu.
DosyaAramaHatasiExMessage,Dosya arama hatası: {ex.Message},,Services\SearchService.cs,70,Dosya arama hatası: {ex.Message}
KodAraniyorSearchTerm,Kod aranıyor: {searchTerm},,Services\SearchService.cs,89,Kod aranıyor: {searchTerm}
SearchTermIcinKodBulunamadi,'{searchTerm}' için kod bulunamadı.,,Services\SearchService.cs,132,'{searchTerm}' için kod bulunamadı.
VeResultsCount100EslesmeDaha,... ve {results.Count - 100} eşleşme daha,,Services\SearchService.cs,136,\n\n... ve {results.Count - 100} eşleşme daha
KodAramasiTamamlandiSearchTerm,Kod araması tamamlandı: {searchTerm},,Services\SearchService.cs,143,Kod araması tamamlandı: {searchTerm}
KodAramasiBasarisizOldu,Kod araması başarısız oldu.,,Services\SearchService.cs,149,Kod araması başarısız oldu.
KodAramaHatasiExMessage,Kod arama hatası: {ex.Message},,Services\SearchService.cs,150,Kod arama hatası: {ex.Message}
SoruVeSeceneklerZorunlu,Soru ve seçenekler zorunlu.,,Services\UtilityService.cs,56,Soru ve seçenekler zorunlu.
KullaniciSecimiBekleniyor,Kullanıcı seçimi bekleniyor.,,Services\UtilityService.cs,60,Kullanıcı seçimi bekleniyor.
KullaniciSecimiQuestion,❓ Kullanıcı seçimi: {question},,Services\UtilityService.cs,61,❓ Kullanıcı seçimi: {question}
KullaniciSecimiAnswer2,✓ Kullanıcı seçimi: {answer},,Services\UtilityService.cs; Services\UtilityService.cs,66,✓ Kullanıcı seçimi: {answer}
KullaniciSecimiAlindi,Kullanıcı seçimi alındı.,,Services\UtilityService.cs; Services\UtilityService.cs,67,Kullanıcı seçimi alındı.
UIHandlerOlmadanIlkSecenekDonduruluyor,⚠️ UI handler olmadan ilk seçenek döndürülüyor,,Services\UtilityService.cs,80,⚠️ UI handler olmadan ilk seçenek döndürülüyor
VarsayilanKullaniciSecimiKullanildi,Varsayılan kullanıcı seçimi kullanıldı.,,Services\UtilityService.cs,81,Varsayılan kullanıcı seçimi kullanıldı.
KullaniciSecimiAlinamadi,Kullanıcı seçimi alınamadı.,,Services\UtilityService.cs,86,Kullanıcı seçimi alınamadı.
KullaniciSecimiHatasiExMessage,Kullanıcı seçimi hatası: {ex.Message},,Services\UtilityService.cs,87,Kullanıcı seçimi hatası: {ex.Message}
KurtarmaPlaniOlusturuluyorErrorType,Kurtarma planı oluşturuluyor: {errorType},,Services\UtilityService.cs,102,Kurtarma planı oluşturuluyor: {errorType}
AkilliKurtarmaBaslatiliyor,🔧 Akıllı kurtarma başlatılıyor...,,Services\UtilityService.cs,103,🔧 Akıllı kurtarma başlatılıyor...
KurtarmaBaslatildiErrorType,🔧 Kurtarma başlatıldı: {errorType},,Services\UtilityService.cs,104,🔧 Kurtarma başlatıldı: {errorType}
BuildHatasiTespitEdildiProjeYenidenDerlenmeli,Build Hatası Tespit Edildi; proje yeniden derlenmeli.,,Services\UtilityService.cs,109,Build Hatası Tespit Edildi; proje yeniden derlenmeli.
BasarisizTestlerAnalizEdiliyor,Başarısız testler analiz ediliyor...,,Services\UtilityService.cs,113,Başarısız testler analiz ediliyor...
YolYapilandirmasiKontrolEdiliyor,Yol yapılandırması kontrol ediliyor...,,Services\UtilityService.cs,114,Yol yapılandırması kontrol ediliyor...
IzinSorunlariCozuluyor,İzin sorunları çözülüyor...,,Services\UtilityService.cs,115,İzin sorunları çözülüyor...
GenelKurtarmaProseduruUygulaniyor,Genel kurtarma prosedürü uygulanıyor...,,Services\UtilityService.cs,116,Genel kurtarma prosedürü uygulanıyor...
AkilliKurtarma,Akıllı Kurtarma,,Services\UtilityService.cs,123,Akıllı Kurtarma
KurtarmaPlaniOlusturuldu,Kurtarma planı oluşturuldu.,,Services\UtilityService.cs,134,Kurtarma planı oluşturuldu.
KurtarmaPlaniOlusturulamadi,Kurtarma planı oluşturulamadı.,,Services\UtilityService.cs,139,Kurtarma planı oluşturulamadı.
KurtarmaHatasiExMessage,Kurtarma hatası: {ex.Message},,Services\UtilityService.cs,140,Kurtarma hatası: {ex.Message}
SesGeciciKlasoruOlusturulamadiExMessage,Ses geçici klasörü oluşturulamadı: {ex.Message},,Services\VoiceCommandService.cs,64,Ses geçici klasörü oluşturulamadı: {ex.Message}
KayitZatenDevamEdiyor,Kayıt zaten devam ediyor,,Services\VoiceCommandService.cs,77,Kayıt zaten devam ediyor
SesliKayitBasladiCurrentRecordingFile,Sesli kayıt başladı: {_currentRecordingFile},,Services\VoiceCommandService.cs,102,Sesli kayıt başladı: {_currentRecordingFile}
KayitDurdurulurkenHataExMessage,Kayıt durdurulurken hata: {ex.Message},,Services\VoiceCommandService.cs,134,Kayıt durdurulurken hata: {ex.Message}
KayitDosyasiBulunamadi,Kayıt dosyası bulunamadı,,Services\VoiceCommandService.cs,145,Kayıt dosyası bulunamadı
STTAPIAnahtariAyarlanmamisMikrofonButonunaSagTiklayarakAyarlayin,STT API anahtarı ayarlanmamış. Mikrofon butonuna sağ tıklayarak ayarlayın.,,Services\VoiceCommandService.cs,153,STT API anahtarı ayarlanmamış. Mikrofon butonuna sağ tıklayarak ayarlayın.
TranskripsiyonBasladiCurrentRecordingFile,Transkripsiyon başladı: {_currentRecordingFile},,Services\VoiceCommandService.cs,161,Transkripsiyon başladı: {_currentRecordingFile}
STTAPIHatasiIntResponseStatusCodeErrBody,STT API hatası ({(int)response.StatusCode}): {errBody},,Services\VoiceCommandService.cs,182,STT API hatası ({(int)response.StatusCode}): {errBody}
TranskripsiyonTamamlandiTextMathMin80TextLength,"Transkripsiyon tamamlandı: {text[..Math.Min(80, text.Length)]}",,Services\VoiceCommandService.cs,192,"Transkripsiyon tamamlandı: {text[..Math.Min(80, text.Length)]}"
TranskripsiyonBasarisizExMessage,Transkripsiyon başarısız: {ex.Message},,Services\VoiceCommandService.cs,199,Transkripsiyon başarısız: {ex.Message}
SessizlikAlgilandiKayitOtomatikDurduruldu,"Sessizlik algılandı, kayıt otomatik durduruldu",,Services\VoiceCommandService.cs,219,"Sessizlik algılandı, kayıt otomatik durduruldu"
SessizlikDetectionHatasiExMessage,Sessizlik detection hatası: {ex.Message},,Services\VoiceCommandService.cs,233,Sessizlik detection hatası: {ex.Message}
VolumeAlgilamadaHataExMessage,Volume algılamada hata: {ex.Message},,Services\VoiceCommandService.cs,268,Volume algılamada hata: {ex.Message}
KayitKapatildi,Kayıt kapatıldı,,Services\VoiceCommandService.cs,282,Kayıt kapatıldı
KayitSonlandirmaHatasiExMessage,Kayıt sonlandırma hatası: {ex.Message},,Services\VoiceCommandService.cs,291,Kayıt sonlandırma hatası: {ex.Message}
EskiKayitSilindiFile,Eski kayıt silindi: {file},,Services\VoiceCommandService.cs,316,Eski kayıt silindi: {file}
CleanupHatasiExMessage,Cleanup hatası: {ex.Message},,Services\VoiceCommandService.cs,327,Cleanup hatası: {ex.Message}
DisposeHatasiExMessage,Dispose hatası: {ex.Message},,Services\VoiceCommandService.cs,344,Dispose hatası: {ex.Message}
WebAramasiQuery,🔍 Web araması: {query},,Services\WebService.cs,36,🔍 Web araması: {query}
WebAraniyorQuery,Web aranıyor: {query},,Services\WebService.cs,40,Web aranıyor: {query}
OrnekSonuc1,Örnek Sonuç 1,,Services\WebService.cs,49,Örnek Sonuç 1
IlgiliBilgi,İlgili bilgi,,Services\WebService.cs,49,İlgili bilgi
OrnekSonuc2,Örnek Sonuç 2,,Services\WebService.cs,50,Örnek Sonuç 2
WebAramasiTamamlandi,Web araması tamamlandı.,,Services\WebService.cs,59,Web araması tamamlandı.
WebAramasiBasarisizOldu,Web araması başarısız oldu.,,Services\WebService.cs,65,Web araması başarısız oldu.
WebAramaHatasiExMessage,Web arama hatası: {ex.Message},,Services\WebService.cs,66,Web arama hatası: {ex.Message}
SayfaYukleniyorUrl,📥 Sayfa yükleniyor: {url},,Services\WebService.cs,79,📥 Sayfa yükleniyor: {url}
WebSayfasiYukleniyor,Web sayfası yükleniyor.,,Services\WebService.cs,83,Web sayfası yükleniyor.
WebSayfasiYuklendi,Web sayfası yüklendi.,,Services\WebService.cs,99,Web sayfası yüklendi.
WebSayfasiYuklenemedi,Web sayfası yüklenemedi.,,Services\WebService.cs,106,Web sayfası yüklenemedi.
SayfaYuklemeHatasiExMessage,Sayfa yükleme hatası: {ex.Message},,Services\WebService.cs,107,Sayfa yükleme hatası: {ex.Message}
EkranGoruntusuAlindi,📸 Ekran görüntüsü alındı,,Services\WebService.cs,117,📸 Ekran görüntüsü alındı
EkranGoruntusuAlindi2,Ekran görüntüsü alındı.,,Services\WebService.cs,122,Ekran görüntüsü alındı.
Turkce,Türkçe,,SettingsWindow.xaml,185,"Content=""Türkçe"""
APIServisiAyarlari,🌐 API Servisi Ayarları,,SettingsWindow.xaml,275,"Text=""🌐  API Servisi Ayarları"""
APIZamanAsimiSaniye,API Zaman Aşımı (saniye),,SettingsWindow.xaml,282,"Content=""API Zaman Aşımı (saniye)"""
BaglantiyiTestEt,⚡ Bağlantıyı Test Et,,SettingsWindow.xaml; SettingsWindow.xaml; SettingsWindow.xaml,285,"Content=""⚡  Bağlantıyı Test Et"""
YerelModelAyarlari,🏠 Yerel Model Ayarları,,SettingsWindow.xaml,297,"Text=""🏠  Yerel Model Ayarları"""
BaseURLOllamaIcinHttpLocalhost11434V1,Base URL (Ollama için http://localhost:11434/v1),,SettingsWindow.xaml,298,"Content=""Base URL (Ollama için http://localhost:11434/v1)"""
SaglayiciSecin,✨ Sağlayıcı Seçin,,SettingsWindow.xaml,315,"Text=""✨  Sağlayıcı Seçin"""
HangiYapayZekaModeliniKullanirsanizKullaninWebAramasiBuAPIUzerindenCalisir,"Hangi yapay zeka modelini kullanırsanız kullanın, web araması bu API üzerinden çalışır.",,SettingsWindow.xaml,388,"Text=""Hangi yapay zeka modelini kullanırsanız kullanın, web araması bu API üzerinden çalışır."""
TavilyAPIAnahtari,Tavily API Anahtarı,,SettingsWindow.xaml,390,"Content=""Tavily API Anahtarı"""
UcretsizAPIAnahtariAlmakIcinTavilyCom,→ Ücretsiz API anahtarı almak için tavily.com,,SettingsWindow.xaml,394,"Text=""→ Ücretsiz API anahtarı almak için tavily.com"""
AIRouterToolYonlendirici,🤖 AI Router (Tool Yönlendirici),,SettingsWindow.xaml,405,"Text=""🤖  AI Router (Tool Yönlendirici)"""
AnaModeldenOnceCalisarakSadeceGerekenAraclariSecerTokenTasarrufuSaglar,Ana modelden önce çalışarak sadece gereken araçları seçer. Token tasarrufu sağlar.,,SettingsWindow.xaml,406,"Text=""Ana modelden önce çalışarak sadece gereken araçları seçer. Token tasarrufu sağlar."""
AIRouterKullanOnerilen,AI Router Kullan (Önerilen),,SettingsWindow.xaml,410,"Content=""AI Router Kullan (Önerilen)"""
RouterAPIAnahtari,Router API Anahtarı,,SettingsWindow.xaml,423,"Content=""Router API Anahtarı"""
GuvenEsigi0010,Güven Eşiği (0.0 - 1.0),,SettingsWindow.xaml,428,"Content=""Güven Eşiği (0.0 - 1.0)"""
AsistanKisisellestirmeIstegeBagli,✨ Asistan Kişiselleştirme (İsteğe Bağlı),,SettingsWindow.xaml,439,"Text=""✨  Asistan Kişiselleştirme (İsteğe Bağlı)"""
AjanModulleri,🤖 Ajan Modülleri,,SettingsWindow.xaml,455,"Text=""🤖  Ajan Modülleri"""
QADenetimAjaniKodIncelemesi,QA Denetim Ajanı (Kod incelemesi),,SettingsWindow.xaml,456,"Content=""QA Denetim Ajanı (Kod incelemesi)"""
UIAmpRefaktorAjani,UI &amp; Refaktör Ajanı,,SettingsWindow.xaml,457,"Content=""UI &amp; Refaktör Ajanı"""
OtomatikKaydetmeyiEtkinlestir,Otomatik kaydetmeyi etkinleştir,,SettingsWindow.xaml,462,"Content=""Otomatik kaydetmeyi etkinleştir"""
KaydetmeAraligiSaniye,Kaydetme aralığı (saniye),,SettingsWindow.xaml,463,"Content=""Kaydetme aralığı (saniye)"""
SenMdaiAgentAdindaKullanicininBilgisayarindaCalisanKodYazmaDuzenlemeVeDosyaYonetimiAraclarinaSahipGelismisBirYapayZekaYa,"Sen Yengi adında, kullanıcının bilgisayarında çalışan, kod yazma, düzenleme ve dosya yönetimi araçlarına sahip gelişmiş bir yapay zeka yazılım asistanısın. Kullanıcıya net, kısa, teknik ve yapıcı cevaplar ver.",,SettingsWindow.xaml.cs,56,"Sen Yengi adında, kullanıcının bilgisayarında çalışan, kod yazma, düzenleme ve dosya yönetimi araçlarına sahip gelişmiş bir yapay zeka yazılım asistanısın. Kullanıcıya net, kısa, teknik ve yapıcı cevaplar ver."
BaglantiModelVeDavranisAyarlariniDuzenleyin,"Bağlantı, model ve davranış ayarlarını düzenleyin",,SettingsWindow.xaml.cs,163,"Bağlantı, model ve davranış ayarlarını düzenleyin"
BaglantiBasarili,✅ Bağlantı başarılı!,,SettingsWindow.xaml.cs; SettingsWindow.xaml.cs; SettingsWindow.xaml.cs,350,✅ Bağlantı başarılı!
OllamaCalisiyor,Ollama çalışıyor,,SettingsWindow.xaml.cs,420,Ollama çalışıyor
OllamaBulunamadi,Ollama bulunamadı,,SettingsWindow.xaml.cs,429,Ollama bulunamadı
AraclarMenusundeManuelModAktifRouterIAcabilmekIcinLutfenAraclarMenusundenOtomatikModAGecin,Araçlar menüsünde Manuel Mod aktif. Router'ı açabilmek için lütfen Araçlar menüsünden Otomatik Mod'a geçin.,,SettingsWindow.xaml.cs; SettingsWindow.xaml.cs,555,Araçlar menüsünde Manuel Mod aktif. Router'ı açabilmek için lütfen Araçlar menüsünden Otomatik Mod'a geçin.
Ayarlar,Ayarlar,Settings,SettingsWindow.xaml.cs,161,"Localization.Get('Ayarlar', 'Settings')"
UygulamaDiliAppLanguage,Uygulama dili / App language,App language / Uygulama dili,SettingsWindow.xaml.cs,165,"Localization.Get('Uygulama dili / App language', 'App language / Uygulama dili')"
Kaydet2,✓ Kaydet,✓ Save,SettingsWindow.xaml.cs,167,"Localization.Get('✓ Kaydet', '✓ Save')"
Calisiyor3,Çalışıyor...,,TerminalService.cs,97,Çalışıyor...
SurecTamamlandiCikisKoduExitCode,--- Süreç tamamlandı (çıkış kodu: {exitCode}) ---,,TerminalService.cs,114,--- Süreç tamamlandı (çıkış kodu: {exitCode}) ---
Tamamlandi2,Tamamlandı,,TerminalService.cs,115,Tamamlandı
SurecKullaniciTarafindanIptalEdildi,--- Süreç kullanıcı tarafından iptal edildi ---,,TerminalService.cs,119,--- Süreç kullanıcı tarafından iptal edildi ---
IptalEdildi2,İptal edildi,,TerminalService.cs,120,İptal edildi
HATAKomutCalistirilamadiExMessage,[HATA] Komut çalıştırılamadı: {ex.Message},,TerminalService.cs,124,[HATA] Komut çalıştırılamadı: {ex.Message}
SurecDurduruldu,⏹ Süreç durduruldu.,,TerminalService.cs,143,⏹ Süreç durduruldu.
BelirtilenDosyaninIceriginiOkurBuyukDosyalardaTokenTasarrufuIcinStartLineEndLineIleBelirliSatirAraligiOkunabilir,Belirtilen dosyanın içeriğini okur. Büyük dosyalarda token tasarrufu için startLine/endLine ile belirli satır aralığı okunabilir.,,ToolDefinitions.cs,176,Belirtilen dosyanın içeriğini okur. Büyük dosyalarda token tasarrufu için startLine/endLine ile belirli satır aralığı okunabilir.
OkunacakDosyaninTamYolu,Okunacak dosyanın tam yolu,,ToolDefinitions.cs,182,Okunacak dosyanın tam yolu
